Дата	Игра	Просм	URL	Название	Preview
26.02.2018 18:02:43	Getting Over It	1899	https://clips.twitch.tv/ConfidentHeartlessWormDAESuppy	Только не клипте это	https://clips-media-assets2.twitch.tv/199564653-preview-480x272.jpg
09.01.2018 15:39:26	The Legend of Zelda: Breath of the Wild	1888	https://clips.twitch.tv/CogentCreativeWheelBatChest	Физика работает!	https://clips-media-assets2.twitch.tv/173947937-preview-480x272.jpg
16.11.2017 18:49:02	Darkwood	1867	https://clips.twitch.tv/HelplessCarelessSwanPrimeMe	Женские заигрывания:LuL	https://clips-media-assets2.twitch.tv/26744475552-offset-12356-preview-480x272.jpg
30.12.2017 15:35:46	Hand Simulator	1865	https://clips.twitch.tv/AntsyUglyBibimbapDoggo	Макри	https://clips-media-assets2.twitch.tv/27120012000-offset-2198-preview-480x272.jpg
26.05.2018 16:19:28	Detroit: Become Human	1864	https://clips.twitch.tv/PlumpSteamyAsteriskKeepo	Лайфхак, как не попасть под удар! 	https://clips-media-assets2.twitch.tv/AT-cm%7C246074473-preview-480x272.jpg
22.07.2017 15:47:57	The Evil Within	1844	https://clips.twitch.tv/RefinedKnottyOrcaMingLee	[Rus] Выключай, страшно! - Ну мааааам!	https://clips-media-assets2.twitch.tv/25818634176-offset-4911-9.333333333333343-preview-480x272.jpg
15.04.2017 17:11:19	Persona 5	1838	https://clips.twitch.tv/ArborealBlatantVanillaPJSugar	[RUS] CВЧ стримлер vs Chat [Чо там за Персона 5?] PS4 Pro	https://clips-media-assets2.twitch.tv/vod-135797319-offset-7380-preview-480x272.jpg
03.03.2018 15:14:25	Monstrum	1830	https://clips.twitch.tv/ObeseCarelessDiscTheTarFu	Это лицо полной боли	https://clips-media-assets2.twitch.tv/202154604-preview-480x272.jpg
29.11.2017 02:51:22	Unforgiving: A Northern Hymn	1824	https://clips.twitch.tv/EsteemedAgileHyenaGrammarKing	А что если мы туда пойдем?	https://clips-media-assets2.twitch.tv/156938547-preview-480x272.jpg
02.05.2018 16:00:52	For Honor	1809	https://clips.twitch.tv/MagnificentLazyClipzDerp	как в кине	https://clips-media-assets2.twitch.tv/233969512-preview-480x272.jpg
22.04.2018 13:14:58	God of War	1804	https://clips.twitch.tv/SolidOpenOctopusNomNom	а где сын? В гостях у Фреи!	https://clips-media-assets2.twitch.tv/228954697-preview-480x272.jpg
14.02.2018 15:18:33	Kingdom Come: Deliverance	1801	https://clips.twitch.tv/FunnyInterestingPresidentKippa	Что у него с головой ?)	https://clips-media-assets2.twitch.tv/193094951-preview-480x272.jpg
31.05.2018 17:40:49	Games + Demos	1761	https://clips.twitch.tv/SilkyNeighborlyLEDPrimeMe	Когда инди-хорроры?	https://clips-media-assets2.twitch.tv/AT-cm%7C248675589-preview-480x272.jpg
01.02.2018 15:52:15	Remothered: Tormented Fathers	1747	https://clips.twitch.tv/HyperPoorCatPhilosoraptor	Атмосфено	https://clips-media-assets2.twitch.tv/186570030-preview-480x272.jpg
12.01.2018 15:38:39	Demon's Souls	1733	https://clips.twitch.tv/CrackyPoisedHabaneroOptimizePrime	Как испортить момент	https://clips-media-assets2.twitch.tv/175452351-preview-480x272.jpg
01.04.2018 14:32:23	Talk Shows	1725	https://clips.twitch.tv/CloudyTawdryBatJonCarnage	Секретный прием Kappa	https://clips-media-assets2.twitch.tv/217697821-preview-480x272.jpg
18.01.2018 18:26:10	Getting Over It	1703	https://clips.twitch.tv/AbnegateIronicGaurBudStar	Станцевал, сука, ах*утилельно просто	https://clips-media-assets2.twitch.tv/178838110-preview-480x272.jpg
10.06.2018 18:58:07	Unravel 2	1687	https://clips.twitch.tv/CrispyModernAntelopeAMPEnergy	Альфред, мистер Блюз и трос	https://clips-media-assets2.twitch.tv/AT-cm%7C254212798-preview-480x272.jpg
18.01.2018 10:55:17	IRL	1678	https://clips.twitch.tv/AliveBraveAlbatrossWTRuck	Пробьет или не пробьет?	https://clips-media-assets2.twitch.tv/178681753-preview-480x272.jpg
12.06.2018 18:48:10	E3 2018	1666	https://clips.twitch.tv/BombasticStrangeHerdDBstyle	-500K	https://clips-media-assets2.twitch.tv/AT-cm%7C255410718-preview-480x272.jpg
16.06.2018 19:19:28	Lust for Darkness	1639	https://clips.twitch.tv/HandsomeOriginalPassionfruitLeeroyJenkins	Уиллард был прав Cappa	https://clips-media-assets2.twitch.tv/AT-cm%7C257443839-preview-480x272.jpg
09.11.2017 15:18:46	Star Wars Battlefront II	1637	https://clips.twitch.tv/SmallAcceptableMushroomSmoocherZ	Жоска	https://clips-media-assets2.twitch.tv/149068324-preview-480x272.jpg
11.10.2017 15:59:32	Middle-earth: Shadow of War	1634	https://clips.twitch.tv/BigBlatantNigiriBudBlast	НЕТ! ЭТО ФОООООООРТ!!!	https://clips-media-assets2.twitch.tv/137393276-preview-480x272.jpg
19.06.2018 17:08:00	Games + Demos	1628	https://clips.twitch.tv/SilkyPlainFiddleheadsNomNom	Страшна, вырубай! 	https://clips-media-assets2.twitch.tv/29150049312-offset-11396-preview-480x272.jpg
06.01.2018 19:13:30	SCP Containment Breach	1612	https://clips.twitch.tv/ChillyAgilePandaTBTacoLeft	Натуральный Артур	https://clips-media-assets2.twitch.tv/172506839-preview-480x272.jpg
04.10.2017 17:44:34	White Day: A Labyrinth Named School	1597	https://clips.twitch.tv/AlertSweetMageKeyboardCat	не было этого	https://clips-media-assets2.twitch.tv/26405487920-offset-13435.416666666666-29-preview-480x272.jpg
03.02.2018 15:19:37	Hunt: Showdown	1594	https://clips.twitch.tv/GiantReliableKoalaYouDontSay	BleckUFA: удачи Wycc	https://clips-media-assets2.twitch.tv/187564167-preview-480x272.jpg
15.10.2017 16:52:45	Gang Beasts	1556	https://clips.twitch.tv/MoralCorrectTruffleThunBeast	План "Капкан"	https://clips-media-assets2.twitch.tv/139119811-preview-480x272.jpg
30.01.2018 15:16:23	Sea of Thieves	1527	https://clips.twitch.tv/MotionlessSecretiveChipmunkDoritosChip	прощай Артур	https://clips-media-assets2.twitch.tv/185610372-preview-480x272.jpg
23.03.2018 15:23:42	A Way Out	1513	https://clips.twitch.tv/MuddyAbnegateQueleaAMPTropPunch	КАК-ТО СЛИШКОМ ПОШЛО LUL	https://clips-media-assets2.twitch.tv/28038869824-offset-5096-preview-480x272.jpg
08.10.2017 17:18:15	Golf It!	1512	https://clips.twitch.tv/NurturingAbstruseBoarCclamChamp	Вооот	https://clips-media-assets2.twitch.tv/136281114-preview-480x272.jpg
28.04.2018 13:44:34	God of War	1506	https://clips.twitch.tv/TacitBlindingStingrayKippa	Аптип об программах стриминга)))	https://clips-media-assets2.twitch.tv/28498761088-offset-390-preview-480x272.jpg
20.05.2018 15:20:33	Dark Souls II: Scholar of the First Sin	1491	https://clips.twitch.tv/EnticingInquisitiveNigiriM4xHeh	вместо 1000 слов	https://clips-media-assets2.twitch.tv/AT-cm%7C243066934-preview-480x272.jpg
26.09.2017 18:12:37	White Day: A Labyrinth Named School	1470	https://clips.twitch.tv/TardyPiliableGooseNotLikeThis	Самый смешной скример	https://clips-media-assets2.twitch.tv/26344298592-offset-15066-60-preview-480x272.jpg
12.11.2017 16:28:03	Dead by Daylight	1455	https://clips.twitch.tv/GleamingShyGoatOSfrog	стэлс	https://clips-media-assets2.twitch.tv/150327357-preview-480x272.jpg
25.03.2018 15:14:01	Far Cry 5	1453	https://clips.twitch.tv/FancyHotApeOSsloth	О-ОЙ! Шарик!	https://clips-media-assets2.twitch.tv/213915518-preview-480x272.jpg
21.09.2017 17:06:03	White Day: A Labyrinth Named School	1450	https://clips.twitch.tv/DependableRacyWaterRlyTho	Японщина	https://clips-media-assets2.twitch.tv/26306604528-offset-11282.5-31.499999999999993-preview-480x272.jpg
27.03.2018 15:02:55	Far Cry 5	1446	https://clips.twitch.tv/SolidViscousDunlinTinyFace	Привет!Чо делаеж?	https://clips-media-assets2.twitch.tv/28093704832-offset-3816-preview-480x272.jpg
11.06.2017 22:32:35	E3 2017	1432	https://clips.twitch.tv/AthleticModernOilSpicyBoy	Эт не моё перо ( ͡° ͜ʖ ͡°)	https://clips-media-assets2.twitch.tv/vod-151165153-offset-5252.666666666667-27.91666666666667-preview-480x272.jpg
05.01.2018 18:50:04	NieR Automata	1428	https://clips.twitch.tv/ExpensiveLachrymoseBadgerCeilingCat	Не горит	https://clips-media-assets2.twitch.tv/171991216-preview-480x272.jpg
18.06.2018 13:52:20	Games + Demos	1414	https://clips.twitch.tv/PerfectCleanMonitorBIRB	Страшненько	https://clips-media-assets2.twitch.tv/AT-cm%7C258320304-preview-480x272.jpg
09.03.2018 15:37:22	Dead Dozen	1407	https://clips.twitch.tv/LovelyPolishedFoxCurseLit	Внезапно	https://clips-media-assets2.twitch.tv/205358986-preview-480x272.jpg
31.03.2018 16:55:45	Games + Demos	1406	https://clips.twitch.tv/EvilEnergeticCodTebowing	А?А?А?а?	https://clips-media-assets2.twitch.tv/217172289-preview-480x272.jpg
13.01.2018 09:39:02	Demon's Souls	1388	https://clips.twitch.tv/BenevolentExcitedBobaTheTarFu	Бонфаер мне в зад!	https://clips-media-assets2.twitch.tv/vod-217852593-offset-5118-preview-480x272.jpg
29.04.2018 22:08:09	God of War	1385	https://clips.twitch.tv/HardCrepuscularTrayTheTarFu	Жена Татибаны	https://clips-media-assets2.twitch.tv/28511850496-offset-36564-preview-480x272.jpg
22.10.2017 18:03:36	Games + Demos	1381	https://clips.twitch.tv/GrossTentativeCrowRiPepperonis	Очень плохая игра	https://clips-media-assets2.twitch.tv/26545673152-offset-15276-preview-480x272.jpg
17.11.2017 20:20:57	PLAYERUNKNOWN'S BATTLEGROUNDS	1378	https://clips.twitch.tv/GeniusTsundereKittenPeanutButterJellyTime	Мастер класс озвучки аниме от Артура))) Это мой нефритовый дракон, детка...Ницуе кун, не туда)))	https://clips-media-assets2.twitch.tv/152412328-preview-480x272.jpg
21.11.2017 15:52:08	Darkwood	1372	https://clips.twitch.tv/DependablePolishedToadKappaClaus	Ёп твою мать!	https://clips-media-assets2.twitch.tv/26785706176-offset-3198-preview-480x272.jpg
13.05.2018 18:04:26	Dark Souls II: Scholar of the First Sin	1354	https://clips.twitch.tv/BoredAffluentCodRitzMitz	Димоооооон - союзник	https://clips-media-assets2.twitch.tv/AT-cm%7C239647902-preview-480x272.jpg
24.11.2017 20:07:29	PLAYERUNKNOWN'S BATTLEGROUNDS	1318	https://clips.twitch.tv/TenuousExcitedTapirBIRB	Та-на-на-на-на	https://clips-media-assets2.twitch.tv/155168256-preview-480x272.jpg
12.09.2017 16:07:36	Absolver	1306	https://clips.twitch.tv/CharmingBlushingToadPeteZaroll	НЕМОООЙ	https://clips-media-assets2.twitch.tv/26241041712-offset-4062.8333333333335-6.083333333333309-preview-480x272.jpg
11.09.2017 18:40:57	Persona 5	1306	https://clips.twitch.tv/HumbleVibrantLasagnaBudBlast	Похвастался! :)	https://clips-media-assets2.twitch.tv/26233935696-offset-13214.75-52.16666666666667-preview-480x272.jpg
02.12.2017 17:54:16	Darkwood	1303	https://clips.twitch.tv/SnappySweetTrayKappaWealth	От любви до ненависти...	https://clips-media-assets2.twitch.tv/158276718-preview-480x272.jpg
17.03.2018 18:06:15	SCP Containment Breach	1294	https://clips.twitch.tv/SmellyEphemeralWaterBatChest	WTF	https://clips-media-assets2.twitch.tv/209716794-preview-480x272.jpg
03.12.2017 17:05:20	Mount Your Friends	1289	https://clips.twitch.tv/DignifiedAbstruseEggPJSalt	Шлепки	https://clips-media-assets2.twitch.tv/158727193-preview-480x272.jpg
14.02.2018 20:29:22	Kingdom Come: Deliverance	1285	https://clips.twitch.tv/TawdryAbrasiveOkapiKappaPride	Rollin	https://clips-media-assets2.twitch.tv/193232760-preview-480x272.jpg
20.01.2018 18:18:34	SCP Containment Breach	1283	https://clips.twitch.tv/GenerousCrepuscularDuckKappa	минус сердешко	https://clips-media-assets2.twitch.tv/180022444-preview-480x272.jpg
24.05.2018 13:13:33	Detroit: Become Human	1240	https://clips.twitch.tv/TrustworthyFilthyArmadilloItsBoshyTime	Геймдизайнер Николас Кейдж	https://clips-media-assets2.twitch.tv/AT-cm%7C244987637-preview-480x272.jpg
21.05.2018 16:14:39	Dark Souls	1231	https://clips.twitch.tv/SmoggyAbstemiousBottleRiPepperonis	Да нормально я стреляю	https://clips-media-assets2.twitch.tv/AT-cm%7C243631335-preview-480x272.jpg
14.12.2017 18:17:26	The Legend of Zelda: Breath of the Wild	1231	https://clips.twitch.tv/FaithfulWittyKittenRickroll	Великое пророчество!	https://clips-media-assets2.twitch.tv/163130711-preview-480x272.jpg
27.01.2018 09:24:49	Monster Hunter World	1224	https://clips.twitch.tv/HedonisticCooperativeYakinikuBuddhaBar	Сеть как твой писюн XD	https://clips-media-assets2.twitch.tv/183725998-preview-480x272.jpg
16.06.2017 16:06:00	Michigan: Report from Hell	1212	https://clips.twitch.tv/FairEnergeticLyrebirdBloodTrail	АААААААААААААААААААААА!!!!!!!!1111111	https://clips-media-assets2.twitch.tv/25522599488-offset-4068-preview-480x272.jpg
18.07.2017 16:45:14	theHunter: Call of the Wild	1197	https://clips.twitch.tv/RepleteLazyFloofSMOrc	[Rus] Охота на северную утку и здравый смысл SMOrc	https://clips-media-assets2.twitch.tv/25784088960-offset-6512-preview-480x272.jpg
07.04.2018 19:27:17	Call of Cthulhu: Dark Corners of the Earth	1192	https://clips.twitch.tv/RepleteViscousKalePanicVis	Обширные нарушения психики LUL	https://clips-media-assets2.twitch.tv/221098124-preview-480x272.jpg
21.03.2018 19:41:09	Sea of Thieves	1187	https://clips.twitch.tv/LightHilariousJayBatChest	Высокие отношения	https://clips-media-assets2.twitch.tv/28015288688-offset-17072-preview-480x272.jpg
23.06.2018 17:17:27	Wreckfest	1184	https://clips.twitch.tv/PowerfulUnsightlyBatteryRalpherZ	Изи)	https://clips-media-assets2.twitch.tv/AT-cm%7C260799265-preview-480x272.jpg
16.12.2017 17:19:45	Darkwood	1169	https://clips.twitch.tv/TangentialAntsyDunlinOpieOP	MLG	https://clips-media-assets2.twitch.tv/163904829-preview-480x272.jpg
25.01.2018 15:52:40	Witchkin	1166	https://clips.twitch.tv/ClumsyAltruisticGuanacoKeyboardCat	Твою мать	https://clips-media-assets2.twitch.tv/182690087-preview-480x272.jpg
04.05.2018 17:47:54	Stardew Valley	1165	https://clips.twitch.tv/DarlingRepleteEelImGlitch	Ниче не слышал LUL	https://clips-media-assets2.twitch.tv/234977191-preview-480x272.jpg
29.11.2017 19:40:25	Black Mirror	1164	https://clips.twitch.tv/HonorableShyHornetPraiseIt	Ремейк Властелина Колец:)))	https://clips-media-assets2.twitch.tv/157168325-preview-480x272.jpg
